StudentID,AcademicCollege,AcademicDepartment,AcademicMajor,EnrollmentTerm,TermSeason,TermYear,CohortYear,FirstTimeStatus,CreditsAttempted,FullTimeStatus,GPA,RetainedNextFall
S00039,Education,Secondary Education,Secondary Education Major,Summer 2025,Summer,2025,2025,Continuing,4,Part-Time,1.96,
S00040,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.96,Retained
S00040,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,2.22,
S00040,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,3.15,
S00040,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2023,Continuing,10,Part-Time,3.63,Retained
S00040,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,3.36,
S00040,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.47,
S00041,Business,Management,Management Major,Fall 2023,Fall,2023,2025,Continuing,14,Full-Time,2.56,Retained
S00041,Business,Management,Management Major,Spring 2024,Spring,2024,2025,Continuing,17,Full-Time,3.23,
S00041,Business,Management,Management Major,Summer 2024,Summer,2024,2025,Continuing,4,Part-Time,2.71,
S00041,Business,Management,Management Major,Fall 2024,Fall,2024,2025,Continuing,15,Full-Time,2.67,Retained
S00041,Business,Management,Management Major,Spring 2025,Spring,2025,2025,Continuing,16,Full-Time,3.76,
S00041,Business,Management,Management Major,Summer 2025,Summer,2025,2025,Continuing,8,Full-Time,3,
S00042,Education,Educational Leadership,Educational Leadership Major,Fall 2023,Fall,2023,2025,Continuing,13,Full-Time,3.07,Retained
S00042,Education,Educational Leadership,Educational Leadership Major,Spring 2024,Spring,2024,2025,Continuing,17,Full-Time,2.78,
S00042,Education,Educational Leadership,Educational Leadership Major,Summer 2024,Summer,2024,2025,Continuing,6,Full-Time,3.55,
S00042,Education,Educational Leadership,Educational Leadership Major,Fall 2024,Fall,2024,2025,Continuing,10,Part-Time,2.92,Not Retained
S00042,Education,Educational Leadership,Educational Leadership Major,Spring 2025,Spring,2025,2025,Continuing,11,Part-Time,2.41,
S00042,Education,Educational Leadership,Educational Leadership Major,Summer 2025,Summer,2025,2025,Continuing,10,Full-Time,2.68,
S00043,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2024,Continuing,15,Full-Time,2.43,Not Retained
S00043,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,2.98,
S00043,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2024,Continuing,3,Part-Time,3.25,
S00043,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,3.1,Retained
S00043,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,3.61,
S00043,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2024,Continuing,3,Part-Time,2.63,
S00044,Business,Finance,Finance Major,Fall 2023,Fall,2023,2025,Continuing,12,Full-Time,1.83,Not Retained
S00044,Business,Finance,Finance Major,Spring 2024,Spring,2024,2025,Continuing,9,Part-Time,2.5,
S00044,Business,Finance,Finance Major,Summer 2024,Summer,2024,2025,Continuing,6,Full-Time,2.34,
S00044,Business,Finance,Finance Major,Fall 2024,Fall,2024,2025,Continuing,15,Full-Time,2.26,Not Retained
S00044,Business,Finance,Finance Major,Spring 2025,Spring,2025,2025,Continuing,10,Part-Time,2.45,
S00044,Business,Finance,Finance Major,Summer 2025,Summer,2025,2025,Continuing,10,Full-Time,1.79,
S00045,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.52,Not Retained
S00045,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,1.98,
S00045,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,2.38,
S00045,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.43,Not Retained
S00045,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.67,
S00045,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,2.53,
S00046,Arts & Sciences,Chemistry,Chemistry Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,2.29,Retained
S00046,Arts & Sciences,Chemistry,Chemistry Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,2.73,
S00046,Arts & Sciences,Chemistry,Chemistry Major,Summer 2024,Summer,2024,2024,Continuing,12,Full-Time,2.24,
S00046,Arts & Sciences,Chemistry,Chemistry Major,Fall 2024,Fall,2024,2024,First-Time,9,Part-Time,1.86,Retained
S00046,Arts & Sciences,Chemistry,Chemistry Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,1.84,
S00046,Arts & Sciences,Chemistry,Chemistry Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.6,
S00047,Health Sciences,Health Administration,Health Administration Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,3.52,Retained
S00047,Health Sciences,Health Administration,Health Administration Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.91,
S00047,Health Sciences,Health Administration,Health Administration Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,3.14,
S00047,Health Sciences,Health Administration,Health Administration Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,2.62,Not Retained
S00047,Health Sciences,Health Administration,Health Administration Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,3.66,
S00047,Health Sciences,Health Administration,Health Administration Major,Summer 2025,Summer,2025,2024,Continuing,11,Full-Time,2.64,
S00048,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,2.18,Retained
S00048,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,2.48,
S00048,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.14,
S00048,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,1.4,Retained
S00048,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,1.98,
S00048,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.98,
S00049,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,1.61,Retained
S00049,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.34,
S00049,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.42,
S00049,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2024,First-Time,13,Full-Time,2.65,Not Retained
S00049,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,2.46,
S00049,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,2.58,
S00050,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,1.73,Retained
S00050,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,14,Full-Time,1.97,
S00050,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,10,Full-Time,1.93,
S00050,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,15,Full-Time,3.26,Not Retained
S00050,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,2.73,
S00050,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,1.4,
S00051,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.68,Not Retained
S00051,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,3.78,
S00051,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,3.1,
S00051,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,3.44,Retained
S00051,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,3.6,
S00051,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.97,
S00052,Health Sciences,Health Administration,Health Administration Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.47,Retained
S00052,Health Sciences,Health Administration,Health Administration Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,1.79,
S00052,Health Sciences,Health Administration,Health Administration Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.07,
S00052,Health Sciences,Health Administration,Health Administration Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,2.39,Not Retained
S00052,Health Sciences,Health Administration,Health Administration Major,Spring 2025,Spring,2025,2023,Continuing,14,Full-Time,2.21,
S00052,Health Sciences,Health Administration,Health Administration Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,2.29,
S00053,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2025,Continuing,11,Part-Time,1.13,Not Retained
S00053,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2025,Continuing,16,Full-Time,1.45,
S00053,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,2.1,
S00053,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2025,Continuing,16,Full-Time,1.9,Retained
S00053,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2025,Continuing,12,Full-Time,1.03,
S00053,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2025,Continuing,3,Part-Time,1.34,
S00054,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,2.61,Retained
S00054,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,12,Full-Time,2.65,
S00054,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,2.34,
S00054,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.83,Retained
S00054,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,12,Full-Time,2.34,
S00054,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,3,Part-Time,2.41,
S00055,Business,Information Systems,Information Systems Major,Fall 2023,Fall,2023,2023,First-Time,14,Full-Time,3.51,Retained
S00055,Business,Information Systems,Information Systems Major,Spring 2024,Spring,2024,2023,Continuing,13,Full-Time,2.34,
S00055,Business,Information Systems,Information Systems Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.58,
S00055,Business,Information Systems,Information Systems Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.3,Retained
S00055,Business,Information Systems,Information Systems Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.81,
S00055,Business,Information Systems,Information Systems Major,Summer 2025,Summer,2025,2023,Continuing,4,Part-Time,3.48,
S00056,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,2.52,Retained
S00056,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.43,
S00056,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,1.87,
S00056,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.34,Retained
S00056,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,2.56,
S00056,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,2.27,
S00057,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,17,Full-Time,2.99,Retained
S00057,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,14,Full-Time,3.8,
S00057,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,7,Full-Time,3.36,
S00057,Engineering,Mechanical Engineering,Mechanical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,3.62,Not Retained
S00057,Engineering,Mechanical Engineering,Mechanical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,3.77,
S00057,Engineering,Mechanical Engineering,Mechanical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,3,Part-Time,3.98,
S00058,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,2.66,Retained
S00058,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,2.53,
S00058,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,3.04,
S00058,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2024,First-Time,10,Part-Time,2.79,Retained
S00058,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2024,Continuing,14,Full-Time,3,
S00058,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2024,Continuing,12,Full-Time,2.78,
S00059,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2023,Fall,2023,2025,Continuing,10,Part-Time,2.16,Retained
S00059,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2024,Spring,2024,2025,Continuing,12,Full-Time,1.69,
S00059,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,2.39,
S00059,Health Sciences,Physical Therapy,Physical Therapy Major,Fall 2024,Fall,2024,2025,Continuing,9,Part-Time,1.7,Not Retained
S00059,Health Sciences,Physical Therapy,Physical Therapy Major,Spring 2025,Spring,2025,2025,Continuing,17,Full-Time,2.42,
S00059,Health Sciences,Physical Therapy,Physical Therapy Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,1.78,
S00060,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2025,Continuing,11,Part-Time,2.16,Not Retained
S00060,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2025,Continuing,11,Part-Time,2.02,
S00060,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2025,Continuing,8,Full-Time,2.53,
S00060,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2025,Continuing,16,Full-Time,2.12,Not Retained
S00060,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2025,Continuing,17,Full-Time,2.15,
S00060,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2025,Continuing,6,Full-Time,2.7,
S00061,Education,Secondary Education,Secondary Education Major,Fall 2023,Fall,2023,2024,Continuing,15,Full-Time,1.99,Not Retained
S00061,Education,Secondary Education,Secondary Education Major,Spring 2024,Spring,2024,2024,Continuing,17,Full-Time,2.38,
S00061,Education,Secondary Education,Secondary Education Major,Summer 2024,Summer,2024,2024,Continuing,12,Full-Time,1.44,
S00061,Education,Secondary Education,Secondary Education Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,1.98,Not Retained
S00061,Education,Secondary Education,Secondary Education Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.99,
S00061,Education,Secondary Education,Secondary Education Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,1.61,
S00062,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,3.09,Retained
S00062,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2024,Continuing,17,Full-Time,3.07,
S00062,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2024,Continuing,3,Part-Time,3.17,
S00062,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,3.32,Retained
S00062,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2024,Continuing,15,Full-Time,2.92,
S00062,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,2.76,
S00063,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,10,Part-Time,3.68,Not Retained
S00063,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,3.09,
S00063,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,3.62,
S00063,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,2.67,Retained
S00063,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,17,Full-Time,2.91,
S00063,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,5,Part-Time,2.52,
S00064,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.25,Retained
S00064,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2023,Continuing,16,Full-Time,2.95,
S00064,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,1.7,
